example_id,conv_id,target_tweet_id,target_author_id,target_created_ts,customer_message,prior_context,intent,intent_confidence,secondary_intent,resolution_observable,resolution_type,escalation_label,escalation_reason,noise_flag,ambiguity_flag,annotator_notes,sampling_bucket_primary,is_conflict,sample_slice,is_first_inbound,target_position,n_inbound_total,conv_tweets_total,n_brand_tweets_total,message_chars,message_words,has_brand_reply_after,reference_brand_reply,data_split,sample_source,includes_future_context,leakage_safe
BA_665195,665195,2530811,720391,2017-10-30 02:00:37+05:30,"@British_Airways hi, im flying with you tomorrow to america can take portable power packs and charge cables for devices with me (vita+phone)",,baggage,high,,INFORMATION_PROVIDED,link_or_reference,AUTO_HANDLE,,FALSE,multi_intent,Portable power packs and cables for a US flight; banned-and-restricted-items link given.,refund_or_compensation,True,borderline,True,1,1,3,2,140,22,True,@720391 Hi Jesiah. Please take a look at this link under banned and restricted items : https://t.co/6jdkLEf69T . This should have the 1/2,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_666022,666022,2533702,720992,2017-10-30 05:27:48+05:30,"First time ever flying Business Class, and my head is spinning. @British_Airways is not messing around with this lounge. Damn.",,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,First-time Business-class lounge wow post.,other,False,main,True,1,1,2,1,126,20,True,"@720992 Hi Tom, thanks for sharing your experience! We're happy to hear you enjoyed your time in the lounge. ^L",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_671128,671128,2552121,724967,2017-11-16 18:18:16+05:30,@British_Airways is your flight award search tool down? I haven’t been able to check for +24 hours,,website_or_app_issue,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Award-search tool down for 24h; brand suggests other browsers/devices.,other,False,main,True,1,5,9,4,98,17,True,"@724967 Not that we’re aware of, Rob. Have you tried using different browsers and devices? ^Monica",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_671532,671532,2553680,713913,2017-11-16 20:28:48+05:30,"@99027 @British_Airways Agreed. Depends how busy immigration for transfers is (obvs). The dedicated check-in/security/straight to the lounge process, though, is really quite brilliant. Also avoids the hustle &amp; bustle of the departures shopping area - bonus!",,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Praises the transfer/security process discussion.,account_or_security,False,main,True,1,1,2,1,261,36,True,"@713913 Hi Andy, I'm glad the process through security was a smooth one. ^Tom",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_674305,674305,2563760,727484,2017-11-16 22:20:09+05:30,"@british_airways, on the 15th, JAL upgraded their systems to Amadeus. Now there is no reward availability in yours. Is this being looked into?",,website_or_app_issue,high,,INFORMATION_PROVIDED,status_update,AUTO_HANDLE,,FALSE,none,No reward availability after JAL moved to Amadeus; faults team already engaged.,seat_or_upgrade,False,main,True,1,3,5,2,142,23,True,@727484 Hi Ted. Japan Airlines allocate reward availability and you should be able to see this. We're having a few errors reported. We've contacted our faults team and hope this can be resolved shortly. Please let us know if you continue to have problems or wish for assistance.  ^Oliver,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_6754,6754,34788,123551,2017-11-01 14:41:25+05:30,Gee thanks @British_Airways you cancelled my flight and now I'll spend 4 hrs at LHR before my next flight. Oh joy!,,flight_disruption,medium,noise_or_off_topic_or_ack,APOLOGY_ONLY,empathy_only,ESCALATE,other,FALSE,multi_intent,Sarcastic thanks about a BA-caused cancellation and 4h layover; needs rebooking/compensation handling off-thread.,flight_disruption,True,borderline,True,1,1,2,1,114,21,True,"@123551 We're sorry for any inconvenience caused to your journey. We hope you're on your way soon, Lacey! ^Sophie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_675895,675895,2569326,728723,2017-10-30 19:13:59+05:30,@British_Airways I’ve noticed that TPs and Avios are wrong for future booking - do I let you know b4 flights or after ?,,refund_or_compensation,medium,,INFORMATION_PROVIDED,link_or_reference,AUTO_HANDLE,,FALSE,none,Wrong tier-points/Avios on a future booking; EC contact link given.,refund_or_compensation,False,main,True,1,1,3,2,119,23,True,"@728723 Hi Andrew, please click on the following link to contact our Executive Club, they'll 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_688279,688279,2612135,317965,2017-11-17 16:54:19+05:30,Was so lovely to meet James Nesbitt last night celebrating @British_Airways raising #17million for #BAflyingstart #britishmuseum #changinglives https://t.co/fr3tP6lQJV,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Event night with a celebrity; charity recap post.,other,False,main,True,1,1,2,1,167,18,True,"@317965 Thanks for sharing that really cool pic, Laura. It looks like you had a great night. ^Cody",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_688502,688502,2613011,738745,2017-11-17 17:05:54+05:30,@British_Airways is anyone looking into the problem with your website that people are commenting on - it's been going on for two days now. unable to access your account when logged on,,website_or_app_issue,high,account_or_security,INFORMATION_PROVIDED,status_update,AUTO_HANDLE,,FALSE,multi_intent,Site-wide login/access problems for two days; brand confirms known intermittent issue.,account_or_security,True,borderline,True,1,1,2,1,183,32,True,"@738745 Hi Kai, we're aware that we're having intermittent online problems. We're working to have this resolved as quickly as possible. ^Charlotte",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_689051,689051,2614997,739200,2017-11-17 17:48:42+05:30,im about to cancel @British_Airways all together,,contact_or_human_escalation_request,medium,,UNRESOLVED,empathy_only,UNCERTAIN,complaint_or_human_judgment,FALSE,unclear_intent,Threat to drop BA altogether; no concrete request; brand asked for reasons via DM.,booking_change_or_cancellation,False,main,True,1,1,2,1,48,7,True,"@739200 We're sorry to hear you feel this way, Killa. Could you DM us with some more info about why you feel like this? ^Cody",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_693943,693943,2631119,742965,2017-11-17 21:52:18+05:30,"@British_Airways Hiya, I booked a flight two weeks ago and my holiday has now been cancelled - when I go online it says I am only entitled to a £30 refund when I paid £117 for the flight, I understand there is a £15 charge but why am i only getting £30 not £102",,refund_or_compensation,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,payment_or_refund,FALSE,multi_intent,Refund shown as GBP30 on a GBP117 booking after holiday cancellation; disputes the amount.,refund_or_compensation,True,borderline,True,1,1,2,1,261,54,True,"@742965 We're sorry to hear this, Cara. Would you mind sending us a DM including your full name, booking ref and email address please? We’re happy to look into this for you. ^Amy",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_693947,693947,2631132,742969,2017-11-17 21:27:23+05:30,@British_Airways Any reason why I can't add my booking to my BA app? I can see it online but get 'unable to add booking' from BA app (iOS). Thanks,,website_or_app_issue,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Cannot add a booking to the iOS app; enable calendar in settings fix.,website_or_app_issue,False,main,True,1,2,3,1,146,29,True,@742969 Hi Andy. Try going into your settings on the app and you'll need to enable the calendar. That might work for you. ^Natalie,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_705493,705493,2670675,734856,2017-11-19 15:47:07+05:30,"@British_Airways I have a transaction on my credit card for £48.74 saying ""ba Moto"" next to another transaction for the cost of my flights. What is this? Why am I being charged another 48.74??",,refund_or_compensation,high,information_or_policy,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,payment_or_refund,FALSE,multi_intent,Unexplained duplicate GBP48.74 BA MOTO card charge; DM investigation.,refund_or_compensation,True,borderline,True,1,2,3,1,192,34,True,"@734856 We’re concerned to hear this, we’ll look into this for you. Can you please DM us your full name, email address and booking reference? ^Kieran",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_705984,705984,2672399,752434,2017-10-31 13:17:10+05:30,"If flying BA0545 Bologna to Heathrow today 18:35 on your birthday,it means you get a free upgrade to Club Europe right @British_Airways?😉🎁✈️",,seat_or_upgrade,medium,noise_or_off_topic_or_ack,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,multi_intent,Joking claim that birthdays warrant a free upgrade; light answer given.,seat_or_upgrade,False,main,True,1,1,2,1,140,22,True,"@752434 Nice try, David! You could always ask at the airport, you never know. I hope you get you get a nice birthday surprise.  ^Davina",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_707914,707914,2679061,753850,2017-11-19 18:40:06+05:30,"Hey @British_Airways my reserved &amp; confirmed seat on NAS-LHR is 4A (I have a screenshot from the website). When I go to checkin it get switched to 15J. Also happened to me on LHR-NAS. I expressly chose 4A for this flight. I'm not happy.
Can you help please ?",,seat_or_upgrade,high,website_or_app_issue,INFORMATION_PROVIDED,direct_answer,ESCALATE,account_specific,FALSE,multi_intent,Confirmed seat 4A switched to 15J at check-in twice; brand explains seats are not guaranteed.,seat_or_upgrade,True,borderline,True,1,1,2,1,262,49,True,"@753850 Hi there, we’re sorry to hear this. Unfortunately, seating is not always guaranteed and can be changed for operational reasons. ^Kieran",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_70892,70892,317769,191838,2017-10-07 04:03:31+05:30,"@British_Airways BA 1456 a fated flight tonight? Huge delay due to passengers not turning up, then broken tug, now forward hold lock fault.",,flight_disruption,high,contact_or_human_escalation_request,APOLOGY_ONLY,empathy_only,AUTO_HANDLE,,FALSE,none,BA1456 multiple operational issues and delay; apology given; no action requested.,flight_disruption,False,main,True,1,1,3,2,139,23,True,"@191838 We're really sorry about this, Adam. You're right to expect a better level of service. Please accept our sincere apologies. 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_71047,71047,318505,602816,2017-10-05 09:03:15+05:30,@British_Airways YouBASTARDS owe me $30 for wifi service I never got and $19 for a cup of tea. British Airways can kiss myASS. No more.👎👎👎,"[BRAND @ 2017-10-03 18:41:16+05:30] Land just in time for a full English Breakfast – the perfect fuel for a 48-hour tour. 
 https://t.co/bSQkyyQU9o",refund_or_compensation,medium,contact_or_human_escalation_request,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,payment_or_refund,FALSE,multi_intent,Charged USD30 for unused wifi and USD19 for tea; angry; DM offered for investigation.,refund_or_compensation,False,main,True,2,2,5,3,138,25,True,"@602816 Hi there, this is concerning to hear. Could you DM us with some more info about the issues you have. We can look into this for you. ^Cody",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_712102,712102,2693729,757109,2017-11-19 22:03:55+05:30,"@British_Airways your flight booking is not working. I am stuck on Step 3: Passengers. Pressing the ""Continue &gt;"" button does nothing!",,website_or_app_issue,high,,UNRESOLVED,action_offered,AUTO_HANDLE,,FALSE,none,Booking flow stuck at Step 3; Continue button does nothing; brand requests screenshot.,flight_disruption,False,main,True,1,2,3,1,136,21,True,"@757109 Hi there, sorry to see you're having issues. Please send a screen shot of where you're getting stuck. Also let us know what internet you're using. ^Jamie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_71213,71213,319268,192149,2017-10-07 11:41:48+05:30,It sucks.With Monarch Air going under.Ryan Air cutting their flights &amp; passengers being stranded everywhere Shame on  you @British_Airways https://t.co/tbRbIclm4w,,contact_or_human_escalation_request,medium,,INFORMATION_PROVIDED,direct_answer,ESCALATE,complaint_or_human_judgment,FALSE,unclear_intent,Blames BA for Monarch passengers being stranded; brand factually explained CAA relief-flight plans.,flight_disruption,False,main,True,1,1,3,2,166,20,True,@192149 The CAA made it clear that all Monarch customers would have relief flight organised to match Monarch’s original schedules. Some of the 1/2,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_71387,71387,320175,192304,2017-10-07 03:08:28+05:30,"@British_Airways help pls..
Want to return from Bcn to Lhr on 5th march.its giving me just one flight and stating all others unavailable",,website_or_app_issue,medium,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,none,Return Bcn-Lhr search shows only one flight; availability anomaly needs agent lookup via DM.,other,False,main,True,1,6,13,7,136,23,True,"@192304 Hi Robin, can you DM your reference, email and postal address to see if we can help?  ^Marie https://t.co/L1epyfzysM",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_716033,716033,2707478,760332,2017-11-20 03:14:04+05:30,@British_Airways Your site for booking flight and hotel has been giving an error for a week?,,website_or_app_issue,high,,INFORMATION_PROVIDED,status_update,AUTO_HANDLE,,FALSE,none,Flight+hotel booking site erroring for a week; reported to IT; Sales-team referral given.,website_or_app_issue,False,main,True,1,1,2,1,92,16,True,"@760332 Hi John, the errors have been reported to our IT team to look into. I'm really sorry about that. I'd recommend contacting our Sales team over the telephone. ^Kimbers",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_716299,716299,2708328,352783,2017-11-20 02:49:15+05:30,"Hey @British_Airways please fire the genius who did your Android UI - can't type credit card CVV number, '0' is underneath 'Agree and Continue' button #GeniusCoder",,website_or_app_issue,high,,UNRESOLVED,action_offered,AUTO_HANDLE,,FALSE,none,Sarcastic app-UI bug report (CVV input); brand asks for device details.,refund_or_compensation,False,main,True,1,3,6,3,163,26,True,"@352783 Whoops! If you let me know which mobile device and operating system you're using, I'll be happy to feed this back for you. ^Beth S.",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_719529,719529,2719333,763139,2017-11-20 12:58:39+05:30,after 2.5 yrs-a combined 27 hrs on hold- 42 emails and not getting my refund resolved has taught me the virtue of patience @British_Airways . I'm sure #KLM and #Lufthansa can't do such things. #thinkingoutsidethebox BA! P.S- I will be sending you an invoice for that 27 hours https://t.co/P2INLS7AT7,,refund_or_compensation,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,payment_or_refund,FALSE,none,2.5-year unresolved refund saga; DM case reference requested.,refund_or_compensation,False,main,True,1,6,9,3,299,49,True,"@763139 Hi Jason, we're sorry ot hear htis is taking you so long. Can we help? If you want us to have a look, DM us your booking or case reference, email addres and phone number. ^Ashleigh",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_71985,71985,322731,192873,2017-10-07 19:27:34+05:30,"Always good to see this view on a clear day, courtesy of a smooth flight on British Airways.  London 😊 https://t.co/8WgOoOoGA4",,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Scenery photo post on a clear day.,other,False,main,True,1,1,2,1,126,21,True,"@192873 That's certainly great to hear, Daisy. There's been high winds early today so good to get your positive comments. ^Julie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_725131,725131,2739111,255662,2017-11-20 19:07:51+05:30,@British_Airways - having complained about your decline in standards -I have to say how good the food was in business to NY yesterday 👍👍,,noise_or_off_topic_or_ack,medium,,UNCLEAR,empathy_only,AUTO_HANDLE,,FALSE,none,Compliment on business food despite prior complaints; dominant positive feedback.,contact_or_complaint,False,main,True,1,1,2,1,136,24,True,"@255662 Great to hear you were impressed, Seve! We hope to see you again soon! ^Danielle",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_729803,729803,2754538,771007,2017-11-20 20:41:09+05:30,@British_Airways will you be flying to FNA again anytime soon??? 🙏,,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Will BA fly to FNA again? No updates; monitor the website.,other,False,main,True,1,1,2,1,66,11,True,"@771007 We have no updates on this location, Fatima. We'd suggest you keep checking https://t.co/2Ty8CEO0Dq where announcements are made first. ^Hel",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_729813,729813,2754563,771012,2017-11-21 02:42:19+05:30,@British_Airways Didn’t get a number. I’ve tried resetting my password and I’m not getting any emails,"[CUSTOMER @ 2017-11-18 14:33:52+05:30] @British_Airways I never received a user name for my BA Executive club account. Not able to log in. Where can this be retrieved ?
[BRAND @ 2017-11-18 16:03:42+05:30] @771012 Hi Abdur, have you tried using your Executive Club number for your user name? This should work for you. ^Danielle.",account_or_security,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,security_or_identity,FALSE,none,Later-position turn; EC log-in username lost and password-reset emails not arriving; passed to EC colleagues.,account_or_security,False,main,False,3,2,4,2,101,16,True,"@771012 We've asked our colleagues at Executive Club to  help you with this, Abdur. ^Hel",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_733794,733794,2768135,655680,2017-11-21 16:16:23+05:30,"Sad times. As the @British_Airways Lounge is being refurbished at ABZ, we have to use the Northern Lights lounge instead. No free-pour Grey Goose! 😥 #FirstWorldProblems",,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Joke about lounge refurbishment; first-world-problems.,other,False,main,True,1,1,2,1,168,26,True,"@655680 Sad times indeed, Stanley. ^Gill",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_737110,737110,2780312,128502,2017-11-21 21:13:00+05:30,"@British_Airways I’m ever so humble to have won some flights but oh my days the hassle to get something booked is a joke, I’m sure it’s made hard so I can’t book by the deadline and lose the flights",,contact_or_human_escalation_request,medium,website_or_app_issue,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,complaint_or_human_judgment,FALSE,multi_intent,Won flights but the prize-booking process is a hassle; suspects the deadline is being missed on purpose.,other,False,main,True,1,1,2,1,198,39,True,"@128502 Hi Amanda, that's disappointing to hear you've had difficulty booking your flights. Were you given a contact name/number? Feel free to send a DM more details. ^Teresa",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_73767,73767,330540,194690,2017-10-07 20:08:08+05:30,My family have booked flights with @British_Airways and car hire with @144994 in May 2018 as a package. Can they just cancel the car booking?,,booking_change_or_cancellation,high,,INFORMATION_PROVIDED,direct_answer,ESCALATE,account_specific,FALSE,none,Can the car booking on a package be cancelled? Public answer plus BA Holidays phone hand-off.,booking_change_or_cancellation,False,main,True,1,5,10,5,141,25,True,"@194690 Hi there, you would need to call our BA holidays team on 0344 493 0787 option 1 
(calls charged at local rate) for assistance. ^Tom",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_749232,749232,2819996,786002,2017-11-27 02:27:18+05:30,"@British_Airways, please update your SEA-LHR service! The 777-200 interiors are EXTREMELY tired and not worth the exorbitant fee/tax structures we pay. 787s would be ideal but if you need extra capacity then PLEASE consider new interiors (and Sat Wi-Fi) on this Tech City route!",,contact_or_human_escalation_request,high,,INFORMATION_PROVIDED,status_update,ESCALATE,complaint_or_human_judgment,FALSE,none,Product feedback on tired 777-200 interiors and fees; brand confirms refurbishments starting next year.,refund_or_compensation,False,main,True,1,3,6,3,278,44,True,"@786002 Thanks for your feedback, Christopher. Starting next year we'll be refurbishing the cabins in many of our aircraft, so they will look and feel new. ^Beth S.",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_753573,753573,2836009,774172,2017-11-27 15:01:35+05:30,and back to #London ✈️ -  Missing my family already 😥 @British_Airways,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Missing-family flight post.,noise_or_off_topic,False,main,True,1,1,2,1,70,12,True,"@774172 We're sure they miss you too, Kevin! Hopefully it's not too long until your back on board with us and visiting your family again! ^AlexL",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_755275,755275,2842303,790803,2017-11-27 17:54:00+05:30,Delayed on flight from NCL to LHR with @British_Airways - will be there to meet my fellow trade missioners ASAP - sorry!,,flight_disruption,medium,,APOLOGY_ONLY,empathy_only,AUTO_HANDLE,,FALSE,none,Delayed NCL-LHR informing colleagues; brand apologises.,flight_disruption,False,main,True,1,1,2,1,120,22,True,@790803 We're sorry you've been delayed a couple of times today. We hope you're on your way soon. ^JulieR,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_755281,755281,2842325,246417,2017-11-27 20:22:06+05:30,"@British_Airways Take 2 - after yesterday’s cancelled LCA-LHR flight, we’ve just been removed from the gate w/ 25 mins to go cause “BA is delayed”. No one knows by how long. This is an absolute shit show.",,flight_disruption,high,contact_or_human_escalation_request,UNRESOLVED,action_offered,ESCALATE,other,FALSE,multi_intent,Removed from the gate at short notice after a prior cancellation; nobody knows the delay length.,flight_disruption,True,borderline,True,1,1,2,1,204,37,True,@246417 That's very disappointing to hear. Please speak to the airport staff to assist you again today. If we can help further let us know.^Linda W,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_755802,755802,2844191,791231,2017-11-27 21:48:08+05:30,@british_airways customer service officially suck. Clearly do not care too much about their passengers. Sad face!,,contact_or_human_escalation_request,medium,,UNRESOLVED,action_offered,UNCERTAIN,complaint_or_human_judgment,FALSE,unclear_intent,Generic customer-service suck complaint; brand asked for details.,other,False,main,True,1,1,2,1,113,16,True,"@791231 This doesn't sound good, Kieron. Could you DM us more details so we can feed this back? Thanks. ^Alex",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_756799,756799,2847830,792014,2017-11-27 23:11:21+05:30,"@British_Airways Hi...are small drones allowed in hand luggage on BA flights ?

I have DJI Spark which I would like to take with me for some photography. (Flying out of Heathrow)

Thank you",,baggage,high,information_or_policy,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,multi_intent,DJI Spark drone battery in hand luggage from Heathrow; detailed battery rules provided.,baggage,True,borderline,True,1,2,5,3,189,33,True,"@792014 Hi Shantanu, provided the power rating of the batteries does not exceed 100 Watt-hours, no formal operator approval is required to carry the device in either cabin or checked baggage. There are some conditions the passenger must comply with, which are as follows: 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_760780,760780,2862301,795127,2017-11-28 02:20:49+05:30,@British_Airways Hi at San Fran international airport and there's no-one here? Any idea what is happening? Thank you in advance,,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,No staff at SFO check-in area; desks open three hours before departure.,information_or_policy,False,main,True,1,1,2,1,127,20,True,"@795127 Hi there, Becky. The desks usually open three hours before the flight. They should have been with you shortly after your Tweet. ^Stephen",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_765259,765259,2877189,798673,2017-11-28 06:48:34+05:30,"@British_Airways I am wanting to cancel my booking today with booking reference as follow :

Booking reference 31863504

Please help",,booking_change_or_cancellation,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,"Wants to cancel a booking; reference is not a BA one, so contact the third-party agent.",website_or_app_issue,True,borderline,True,1,1,2,1,132,20,True,"@798673 I'm afraid the reference you've given isn't one of ours, Yudha. If you booked with a third-party agent, you'll need to contact them directly for assistance. ^Steph",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_766761,766761,2882898,799529,2017-11-28 13:59:14+05:30,Absolutely disgusted @British_Airways at the cancellation and handling of flight ba2273 to New York yesterday afternnnon booked as a Christmas present for my wife and her friend they have lost a day of there holiday # shambles,,flight_disruption,high,contact_or_human_escalation_request,UNRESOLVED,direct_answer,ESCALATE,complaint_or_human_judgment,FALSE,multi_intent,BA2273 cancelled and poorly handled; only rebook where availability exists; policy answer given.,booking_change_or_cancellation,False,main,True,1,2,4,2,226,37,True,"@799529 Hi Luke. We can only rebook our customers on flights where we have availability. We're sorry your wife and friends were disappointed. Ask them to get in touch, if they want to discuss any issues about their disrupted journey. Thanks. ^Liz",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_76703,76703,343359,197742,2017-10-13 19:56:11+05:30,Ok @British_Airways your new inflight safety video is funny. Still too many people in your North T5 lounge though,,noise_or_off_topic_or_ack,medium,,UNCLEAR,empathy_only,AUTO_HANDLE,,FALSE,none,Joke about the safety video and a mild lounge-capacity note.,other,False,main,True,1,1,2,1,113,19,True,"@197742 Luke, we believe these two may be linked. We hope the lounge experience hasn’t caused too many issues for you ^Al.",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_769697,769697,2893538,340110,2017-11-28 18:21:55+05:30,"@British_Airways please assist. Duty free charge gone off my card 22/11 - not travelled with you since 27/09 , who do I talk to?",,refund_or_compensation,high,contact_or_human_escalation_request,UNRESOLVED,action_offered,ESCALATE,payment_or_refund,FALSE,multi_intent,Duty-free charge on card when last travelled 27/09; brand asked clarifying questions.,refund_or_compensation,True,borderline,True,1,1,2,1,128,24,True,"@340110 Hi, Rebecca. Did you buy something on board in September? If so, did the payment debit from your card then? If not, is this a duplicate payment? ^Cecilia",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_772744,772744,2904093,804286,2017-11-28 22:54:00+05:30,@British_Airways having a problem with your website.  Page not found is coming up when I click Manage My Booking. Is it down?,,website_or_app_issue,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Manage My Booking gives Page Not Found; brand says no issues and suggests other browsers.,website_or_app_issue,False,main,True,1,1,2,1,125,22,True,"@804286 We're not having any issues, and have been using the system ourselves very recently, Yvette. Have you tried another device or browser. If that doesn't resolve the issue DM us your booking reference, full name, address, email and tel.no and we'll look into it for you. ^Julie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_781052,781052,2931531,803577,2017-11-28 23:20:15+05:30,"@British_Airways, I am trying to fill out the form for my 7 hour flight compensation from Rio/London flight BA0248 ref WGWRBG 17th Nov.",,refund_or_compensation,high,,INFORMATION_PROVIDED,status_update,ESCALATE,compensation,FALSE,none,EU261 form for a 7-hour delay; CR works in receipt order; personal-data safety reminder.,refund_or_compensation,False,main,True,1,1,2,1,135,23,True,"@803577 Hi Justine. We’re sorry your flight from Rio was disrupted. Our Customer Relations work on cases in order of date received. You'll get a response soon. For your own security, we recommend you remove your personal details from your public feed. ^Liz",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_783910,783910,2942315,812916,2017-11-29 19:39:34+05:30,@British_Airways And this will be €50 yeah?,"[CUSTOMER @ 2017-11-29 15:41:48+05:30] @British_Airways hello, can I pay for an extra bag at pafos airport after checking in online? Many thanks
[BRAND @ 2017-11-29 19:34:53+05:30] @812916 Hi. Thanks for your Tweet. You should be able to add excess bags at the airport. Hope this helps. ^Kev",baggage,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Later-position turn; confirms the EUR50 excess-bag charge at Paphos in Euro Traveller.,other,False,main,False,3,2,4,2,43,7,True,@812916 €50.00 is correct amount for additional baggage paid at Paphos if you're travelling in Euro Traveller cabin. Please use this link for any further help you need https://t.co/6jdkLEf69T or you please reply if you would like our help. ^Oliver,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_784998,784998,2945899,813721,2017-11-29 17:47:56+05:30,@British_Airways This is the state in which @British_Airways left my bag after I traveled to London on Saturday. I have been trying to get my claim dealt with since and I am so disappointed at the way this has been handled. https://t.co/j5gNSkkwnE,,baggage,high,contact_or_human_escalation_request,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,other,FALSE,none,Bag returned in poor state and claim handling slow; DM details requested.,baggage,False,main,True,1,1,2,1,247,42,True,"@813721 We're really sorry to hear this.   Please can you DM us your full name, email and telephone number please?  We'll certainly see if we can help. ^Rach",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_785861,785861,2948654,754344,2017-11-29 20:15:05+05:30,I’m getting use to my little aeroplanes @British_Airways #howcute 😂 #a321 next stop 🇵🇱 ttfn 👋.... https://t.co/076azlHxZ4,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Aeroplane-toy photo post.,noise_or_off_topic,False,main,True,1,1,2,1,121,17,True,"@754344 Very cute indeed, Jason! We hope you had a great flight with us! ^Rach",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
